metal_product,diameter,side_size,width,thickness,mark_number
Лист 14х2000x8000 ГОСТ 5520-2017 09Г2С-6,,8000.0,2000.0,14.0,
Лист 16х1500x6000 ГОСТ 5520-2017 09Г2С-6,,6000.0,1500.0,16.0,
Лист 18х2000x8000 ГОСТ 5520-2017 09Г2С-6,,8000.0,2000.0,18.0,
Лист 20х1500x6000 ГОСТ 5520-2017 09Г2С-6,,6000.0,1500.0,20.0,
Лист 8х1500x6000 ГОСТ 5520-2017 08Х18Н10Т-М2б,,6000.0,1500.0,8.0,
Лист 90х2000x8000 ГОСТ 5520-2017 09Г2С-6,,8000.0,2000.0,90.0,
Круг 70 ГОСТ 2590-2006 Ст35 ГОСТ 1050-2013,70.0,,,,
Круг 16 ГОСТ 2590-2006 10Г2 ГОСТ 1050-2013,16.0,,,,
Круг 20 ГОСТ 2590-2006 10Г2 ГОСТ 1050-2013,20.0,,,,
Круг 36 ГОСТ 2590-2006 10Г2 ГОСТ 1050-2013,36.0,,,,
Круг 16 ГОСТ 2590-2006 09Г2С-7 ГОСТ 19281-2014,16.0,,,,
Круг 20 ГОСТ 2590-2006 09Г2С-7 ГОСТ 19281-2014,20.0,,,,
Круг 30 ГОСТ 2590-2006 09Г2С-7 ГОСТ 19281-2014,30.0,,,,
Круг 36 ГОСТ 2590-2006 09Г2С-7 ГОСТ 19281-2014,36.0,,,,
Круг 50 ГОСТ 2590-2006 09Г2С-7 ГОСТ 19281-2014,50.0,,,,
Круг 60 ГОСТ 2590-2006 09Г2С-7 ГОСТ 19281-2014,60.0,,,,
Круг 70 ГОСТ 2590-2006 09Г2С-7 ГОСТ 19281-2014,70.0,,,,
Круг 16 ГОСТ 2590-2006 40Х ГОСТ 4543-2016,16.0,,,,
Круг 20 ГОСТ 2590-2006 40Х ГОСТ 4543-2016,20.0,,,,
Круг 24 ГОСТ 2590-2006 40Х ГОСТ 4543-2016,24.0,,,,
Арматура АIII 35ГС д.8 мм ГОСТ 5781-82,35.0,,,,
Арматура АIII 35ГС д.16 мм ГОСТ 5781-82,35.0,,,,
Арматура 22  11.7м  А-III 35ГС 5781-82,22.0,,,,
"Арматура А-3 18м 35ГС 11,7м ГОСТ5781-82",3.0,,,,
"Арматура 20мм A-IIIст.35ГС 11,7м",20.0,,,,
Полоса стальная 5х40,,,5.0,40.0,
Полоса стальная 4х30 Ст3,,,4.0,30.0,
Труба 50х4.5 Ст3пс ГОСТ 3262-75,50.0,,,4.5,
"Труба 25х3,2 ГОСТ 10705-80",25.0,,,3.2,
Швеллер 12 Ст3 ГОСТ 8240-89,,,,,
Лист 8х120х120 ГОСТ 19903-2015 Ст3,,120.0,120.0,8.0,
Труба 159х3.2 Ст3сп,159.0,,,3.2,
Труба 219х8 ГОСТ 10704-91 Ст3 ГОСТ 10705-80,219.0,,,8.0,
Труба 377х7 ГОСТ 10704-91 Ст3 ГОСТ 10705-80,377.0,,,7.0,
Труба 25х3.2 Ст3 ГОСТ 3262-75,25.0,,,3.2,
Труба 89х6 09Г2С ТУ 14-3-1128-2000,89.0,,,6.0,
Труба 3-Т 820х27 К50 ТУ 14-3-1128-2000 с 3-х слойной изоляцией,3.0,,,820.0,
Труба 426х21 09Г2С ГОСТ 20295-85 с 3-х слойной изоляцией,426.0,,,21.0,
Труба 426х17 09Г2С ТУ 14-3-1128-2000 с 3-х слойной изоляцией,426.0,,,17.0,
Труба 89х8 09Г2С ГОСТ 20295-85 с 3-х слойной изоляцией,89.0,,,8.0,
Труба 89х6 09Г2С ТУ 14-3-1128-2000 с 3-х слойной изоляцией,89.0,,,6.0,
Труба 57х7 09Г2С ГОСТ 20295-85 с 3-х слойной изоляцией,57.0,,,7.0,
Труба 57х6 09Г2С ТУ 14-3-1128-2000 с 3-х слойной изоляцией,57.0,,,6.0,
Труба 426х21 09Г2С ГОСТ 20295-85,426.0,,,21.0,
Труба 89х8 09Г2С ГОСТ 20295-85,89.0,,,8.0,
Труба 57х7 09Г2С ГОСТ 20295-85,57.0,,,7.0,
Труба 65х4 Ст20 ГОСТ 3262-75,65.0,,,4.0,
"Труба 60х3,5",60.0,,,3.5,
Лист рифленый 6 ГОСТ 8568-77 С235 27772-15,,77.0,8568.0,6.0,
Лист 8 ГОСТ 19903-2015 С245 ГОСТ 27772-2014,,2015.0,19903.0,8.0,
Лист 30 ГОСТ 19903-2015 С235,,2015.0,19903.0,30.0,
Лист 12х1500х1500 ГОСТ 19903-2015 Ст3 ГОСТ 14637-89,,1500.0,1500.0,12.0,
Труба 50х2.5 Ст3 ГОСТ 3262-75,50.0,,,2.5,
"Арматура 12мм А500С 11,7м. ГОСТ 5781-82",12.0,,,,
Арматура 18 А500С ГОСТ 34028-2016,18.0,,,,
Труба 273х7 Ст20 ГОСТ 20295-85 с изоляцией ЛП-У ГОСТ 25812-83,273.0,,,7.0,
ТРУБА Ø 108X4 В 09Г2С К 48 ГОСТ 8731-74 СО 100% КОНТРОЛЕМ СПЛОШНОСТИ МЕТАЛЛА НЕРАЗРУШАЮЩИМИ МЕТОДАМИ,108.0,,,4.0,
Труба 25х2.5 ГОСТ 8732-78 Ст20 ГОСТ 8731-74,25.0,,,2.5,
Труба 25х2.5 ГОСТ 8734-75 Ст20,25.0,,,2.5,
Уголок стальной горячекатаный 75х75х9 А240-Type304 ГОСТ 8509-93,,75.0,75.0,9.0,
Лист 1.6х1250х2500 Ст3пс ГОСТ 14918-80,,2500.0,1250.0,1.6,
Круг 200 ГОСТ 2590-2006 Ст45 ГОСТ 1050-2013,200.0,,,,
Круг 30 ГОСТ 2590-2006 9ХС ГОСТ 5950-2000,30.0,,,,
Круг 50 ГОСТ 2590-2006 9ХС ГОСТ 5950-2000,50.0,,,,
Круг 70 ГОСТ 2590-2006 9ХС ГОСТ 5950-2000,70.0,,,,
Круг 90 ГОСТ 2590-2006 9ХС ГОСТ 5950-2000,90.0,,,,
Круг 100 ГОСТ 2590-2006 34XH1M ГОСТ 4543-2016,100.0,,,,
Круг 150 ГОСТ 2590-2006 34XH1M ГОСТ 4543-2016,150.0,,,,
Круг 200 ГОСТ 2590-2006 34XH1M ГОСТ 4543-2016,200.0,,,,
Круг 250 ГОСТ 2590-2006 34XH1M ГОСТ 4543-2016,250.0,,,,
Круг 300 ГОСТ 2590-2006 34XH1M ГОСТ 4543-2016,300.0,,,,
Круг 70 ГОСТ 2590-2006 20ХН3А ГОСТ 4543-2016,70.0,,,,
Круг 100 ГОСТ 2590-2006 20ХН3А ГОСТ 4543-2016,100.0,,,,
Круг 150 ГОСТ 2590-2006 20ХН3А ГОСТ 4543-2016,150.0,,,,
Круг 200 ГОСТ 2590-2006 20ХН3А ГОСТ 4543-2016,200.0,,,,
Круг 250 ГОСТ 2590-2006 20ХН3А ГОСТ 4543-2016,250.0,,,,
Круг 25 ГОСТ 2590-2006 40ХН2МА ГОСТ 4543-2016,25.0,,,,
Круг 30 ГОСТ 2590-2006 ГОСТ 4543-2016,30.0,,,,
Круг 50 ГОСТ 2590-2006 40ХН2МА ГОСТ 4543-2016,50.0,,,,
Круг 70 ГОСТ 2590-2006 40ХН2МА ГОСТ 4543-2016,70.0,,,,
Круг 100 ГОСТ 2590-2006 40ХН2МА ГОСТ 4543-2016,100.0,,,,
Круг 150 ГОСТ 2590-2006 40ХН2МА ГОСТ 4543-2016,150.0,,,,
Круг 200 ГОСТ 2590-2006 40ХН2МА ГОСТ 4543-2016,200.0,,,,
Круг 250 ГОСТ 2590-2006 40ХН2МА ГОСТ 4543-2016,250.0,,,,
Круг 30 ГОСТ 2590-2006 6XB2C ГОСТ 5950-2000,30.0,,,,
Круг 50 ГОСТ 2590-2006 6XB2C ГОСТ 5950-2000,50.0,,,,
Круг 70 ГОСТ 2590-2006 6XB2C ГОСТ 5950-2000,70.0,,,,
Круг 100 ГОСТ 2590-2006 6XB2C ГОСТ 5950-2000,100.0,,,,
Лист 25 ГОСТ 19903-2015 6ХВ2С,,2015.0,19903.0,25.0,
Лист 30 ГОСТ 19903-2015 65Г,,2015.0,19903.0,30.0,
Лист 10 ГОСТ 19903-2015 65Г,,2015.0,19903.0,10.0,
Лист 12 ГОСТ 19903-2015 65Г,,2015.0,19903.0,12.0,
Лист 16 ГОСТ 19903-2015 65Г,,2015.0,19903.0,16.0,
Лист 20 ГОСТ 19903-2015 65Г,,2015.0,19903.0,20.0,
Лист 25 ГОСТ 19903-2015 65Г,,2015.0,19903.0,25.0,
Лист 30 ГОСТ 19903-2015 Ст45 ГОСТ 1050-2013,,2015.0,19903.0,30.0,
Лист 40 ГОСТ 19903-2015 Ст45 ГОСТ 1050-2014,,2015.0,19903.0,40.0,
Лист 50 ГОСТ 19903-2015 Ст45 ГОСТ 1050-2014,,2015.0,19903.0,50.0,
Лист 60 ГОСТ 19903-2015 Ст45 ГОСТ 1050-2014,,2015.0,19903.0,60.0,
Лист 80 ГОСТ 19903-2015 Ст45 Ст45 ГОСТ 1050-2014,,2015.0,19903.0,80.0,
Лист 100 ГОСТ 19903-2015 Ст45 ГОСТ 1050-2014,,2015.0,19903.0,100.0,
Лист 30 ГОСТ 19903-2015 Ст40,,2015.0,19903.0,30.0,
Лист 40 ГОСТ 19903-2015 Ст40,,2015.0,19903.0,40.0,
Лист 50 ГОСТ 19903-2015 Ст40,,2015.0,19903.0,50.0,
Лист 60 ГОСТ 19903-2015 Ст40,,2015.0,19903.0,60.0,
Лист 80 ГОСТ 19903-2015 Ст40,,2015.0,19903.0,80.0,
Лист 100 ГОСТ 19903-2015 Ст40,,2015.0,19903.0,100.0,
Лист 8 ГОСТ 19903-2015 65Г,,2015.0,19903.0,8.0,
"Труба стальная водогазопроводная ДУ 25х3,2 ГОСТ 3262-75",25.0,,,3.2,
Лист 20х1500х6000 ГОСТ 19903-2015 09Г2С ГОСТ 19281-2014,,6000.0,1500.0,20.0,
Круг 16 ГОСТ 2590-2006 Ст3кп2 ГОСТ 535-2005,16.0,,,,
Труба 25х2.5 ГОСТ 8732-78 В20 ГОСТ 550-2020,25.0,,,2.5,
Труба 38х3 ГОСТ 8732-78 10Г2 ГОСТ 550-2020,38.0,,,3.0,
Труба 32х6 ГОСТ 8732-78 10Г2 ГОСТ 8731-87,32.0,,,6.0,
Труба 38х7 ГОСТ 8732-78 10Г2 ГОСТ 8731-87,38.0,,,7.0,
Труба 60х6 ГОСТ 8732-78 10Г2 ГОСТ 8731-87,60.0,,,6.0,
Труба 89х6 ГОСТ 8732-78 10Г2 ГОСТ 8731-87,89.0,,,6.0,
Труба 325х10 ГОСТ 8732-78 10Г2 ГОСТ 8731-87,325.0,,,10.0,
Труба 20х2 ГОСТ 8734-75 В20 ГОСТ 8733-74,20.0,,,2.0,
Труба 25х2.5х6020 ГОСТ 8732-78 В20,25.0,,,2.5,
Труба 25х2.5 12Х18Н10Т ГОСТ 9941-81,25.0,,,2.5,
Лист Б-ПН-О 24х1500х6000 ГОСТ 19903-2015 09Г2С-12 ГОСТ 5520-2017,,6000.0,1500.0,24.0,
Лист 20х2000х6000 09Г2С ГОСТ 5520-2017,,6000.0,2000.0,20.0,
Лист Б-ПН-О 70 ГОСТ 19903-2015 09Г2С-12 ГОСТ 5520-2017,,2015.0,19903.0,70.0,
Лист Б-ПН-О 75х1500х6000 ГОСТ 19903-2015 09Г2С-12 ГОСТ 5520-2017,,6000.0,1500.0,75.0,
Уголок 75*6,,75.0,75.0,6.0,
Арматура 10 Ас500С ГОСТ 52544-2006,10.0,,,,
Арматура 20-А-III-А500С ГОСТ 52544-2006,20.0,,,,
Труба 530х7 ГОСТ 10704-91 В10,530.0,,,7.0,
Труба стальная электросварная прямошовная 325х6 ГОСТ 10704-91/10705-80,325.0,,,6.0,
"Труба Ц-100х4,5 ГОСТ3262-75 Ц",100.0,,,4.5,
Труба 65х4.5 Ст20 ГОСТ 3262-75,65.0,,,4.5,
Труба 108х5.5 ГОСТ 10704-91 В10 ГОСТ 10705-80,108.0,,,5.5,
Труба 76х5.5 ГОСТ 10704-91 В10 ГОСТ 10705-80,76.0,,,5.5,
Труба бесшовная (SMLS) 33.4х3.378 ASME B36.10 GB/T 8163 20,33.4,,,3.378,
Уголок 160х100х9 ГОСТ 8510-86 С245,,160.0,100.0,9.0,
Труба 159х8 09Г2С ГОСТ 32528-2013,159.0,,,8.0,
Труба 426х30 09Г2С ГОСТ 32528-2013,426.0,,,30.0,
Труба 610х32 09Г2С ГОСТ 32528-2013,610.0,,,32.0,
Труба 64х4 ГОСТ 8732-78 Ст20 ГОСТ 8731-74,64.0,,,4.0,
"Труба бесшовная (SMLS) 4"" Sch 80 (114.3х8.56) ASME B36.10 ASTM A333 Gr.6",114.3,,,8.56,
"Труба бесшовная (SMLS) DN3"" Sch-STD ASME B36.10 ASTM A312 TP316",3.0,,,36.1,
"Труба бесшовная (SMLS) DN2"" Sch-STD ASME B36.10 ASTM A312 TP316",2.0,,,36.1,
Труба 273х10 ГОСТ 8732-78 03Х17Н14М3,273.0,,,10.0,
Труба 63.5х5.5 ГОСТ 8732-78 03Х17Н14М3,63.5,,,5.5,
Труба 168х7 ГОСТ 8732-78 Ст20 ГОСТ 8731-74,168.0,,,7.0,
Труба 219х8 ГОСТ 8732-78 Ст20 ГОСТ 8731-74,219.0,,,8.0,
Труба 60 ст3,60.0,,,3.0,
Профиль 100х100х5 ГОСТ 30245-2003 С245 ГОСТ 27772-2015,,100.0,100.0,5.0,
"Труба ВГП 50х3,5 ГОСТ 3262-75",50.0,,,3.5,
Труба 100х4 Ст3 ГОСТ 3262-75,100.0,,,4.0,
Труба ВГП 80х4,80.0,,,4.0,
Арматура А3 25мм,3.0,,,,
Арматура А3 22ММ А500 ГОСТ 34028-2016,3.0,,,,
Лист ОЦ Б-О 0.5х710 ГОСТ 19904-80 08пс-ОН-МТ-1 ГОСТ 14918-80,,19904.0,710.0,0.5,
Труба 32х3 ГОСТ 8732-78 Ст20-2ГП,32.0,,,3.0,
Лист 5х1500х6000 Ст3сп5 ГОСТ 14637-89,,6000.0,1500.0,5.0,
Лист 25х1500х6000 Ст3сп5 ГОСТ 14637-89,,6000.0,1500.0,25.0,
Лист 2 Д1 ГОСТ 21631-76,,21631.0,1.0,2.0,
Лист ГПР 2 М1 ГОСТ 1173-2006,,1173.0,1.0,2.0,
Лист ГПР 3 М1 ГОСТ 1173-2006,,1173.0,1.0,3.0,
Уголок  80х80х6мм  СТ3ПС5/СП5 12м,,80.0,80.0,6.0,
"Уголок 110х70х6,5 ГОСТ 8510-86 ст09Г2С",,110.0,70.0,6.5,
Труба прямоугольная 100х40х4,100.0,,,40.0,
Лист 2.5х1500х6000 09Г2С ГОСТ 19281-2014,,6000.0,1500.0,2.5,
Лист 40х1500х6000 ГОСТ 19903-2015 09Г2С-15 ГОСТ 19281-2014,,6000.0,1500.0,40.0,
Лист 6х1500х6000 ГОСТ 19903-90 Ст3пс5/сп5,,6000.0,1500.0,6.0,
Швеллер 10У 09г2с ГОСТ 8240-97,,,,,
Швеллер 12У 09Г2С ГОСТ 8240-97,,,,,
Уголок 50х32х3 ГОСТ 8510-86 09Г2С-12 ГОСТ 19281-89 ,,50.0,32.0,3.0,
Уголок 56х56х5 ГОСТ 8509-93 С255 ГОСТ 27772-2015,,56.0,56.0,5.0,
Уголок 40х25х4 ГОСТ 8509-93 С345 ГОСТ 27772-2015,,40.0,25.0,4.0,
Труба 32х5 ГОСТ 8734-75 Ст20,32.0,,,5.0,
Труба 89х3.5 ГОСТ 8732-78 Ст20,89.0,,,3.5,
Труба 159х6 ГОСТ 8734-75 В20 ГОСТ 8733-74,159.0,,,6.0,
Труба 42х3 В20 ГОСТ 8733-74,42.0,,,3.0,
Труба 219х5 ГОСТ 10704-91 В10 ГОСТ 10705-80,219.0,,,5.0,
Труба 76х4 ГОСТ 10704-91 В10 ГОСТ 10705-80,76.0,,,4.0,
Труба 426х4 ГОСТ 10704-91 В10,426.0,,,4.0,
Швеллер 16П 12000ММ ГОСТ 8240-97 Ст3пс ГОСТ 535-2005,,,,,
Уголок 100х100х10 ГОСТ 8509-93 Ст3пс ГОСТ 535-2005,,100.0,100.0,10.0,
Уголок 140х140х12 ГОСТ 8509-93 Ст3сп1-1 ГОСТ 535-2005,,140.0,140.0,12.0,
Уголок 75х75х6 ГОСТ 8509-93 Ст3 ГОСТ 535-2005,,75.0,75.0,6.0,
Труба 125х60х5 Ст20 ГОСТ 30245-2018,125.0,,,60.0,
Круг В1 12 ГОСТ 2590-2006 Ст20-2ГП ГОСТ 1050-2013,1.0,,,,
Круг 20 ГОСТ 2590-2006 Ст3сп5 ГОСТ 1050-2013,20.0,,,,
Лист 20х1500х6000 ГОСТ 19903-74 Ст3сп5 ГОСТ 14637-89,,6000.0,1500.0,20.0,
Круг 30 ГОСТ 2590-2006 Ст20,30.0,,,,
"Труба 273x7,0 ГОСТ 10704-91 ст. 20 с ВУС изол 3-х сл. ГОСТ 9.602-2005-конструкции №1",273.0,,,7.0,
Труба 57х6 09Г2С ТУ 14-3Р-1128-2007,57.0,,,6.0,
Труба 40х3.5 Ст20 ГОСТ 3262-75,40.0,,,3.5,
Уголок 35х35х5 ГОСТ 8509-93 Ст20,,35.0,35.0,5.0,
Лист 4.,,,,,
Уголок 90х90х8 ГОСТ 8509-93 09Г2С-12 ГОСТ 19281-89 ,,90.0,90.0,8.0,
ШВЕЛЛЕР 10,,,,,
Профиль сигма-образный 220х65х3ММ металлический,,220.0,65.0,3.0,
Уголок 32х3ММ С245 ГОСТ 27772-88,,32.0,3.0,245.0,
Уголок 50х50x4 ГОСТ 8509-93 С245,,50.0,50.0,4.0,
Швеллер 10У ГОСТ 8240-97 3сп/пс5/С245,,,,,
Труба профильная 150х100х6ММ Ст3сп ГОСТ 30245-2003,,150.0,100.0,6.0,
Профиль гнутый 3.5х80х80 ГОСТ 30245-2012 С235 ГОСТ 27772-2015,,3.5,80.0,80.0,
Швеллер 30У ГОСТ 8240-97 С245/С255,,,,,
Уголок 100х100х7 ГОСТ 8509-93 С245,,100.0,100.0,7.0,
Лист 20 ГОСТ 19903-2015 С245,,2015.0,19903.0,20.0,
Арматура 12 АIII ст.35ГС 11700мм гост 5781-82,12.0,,,,
Уголок горячекатаный равнопроволочный 50х50х4 ВСт.3 ГОСТ 8509-93,,50.0,50.0,4.0,
Труба 100х50х3 ГОСТ 30245-03 09Г2С,100.0,,,50.0,
Труба профильная 140х140х5 ГОСТ 30245-2012 С245,,140.0,140.0,5.0,
Полоса 40х40 ГОСТ 103-76 Ст3сп5,,,40.0,40.0,
Уголок 40х40х4 ГОСТ 8509-93 Ст3,,40.0,40.0,4.0,
Круг 18 - Ст3 мерная длина,18.0,,,,
Полоса 4х40 ст.3сп ГОСТ 103-76  ,,,4.0,40.0,
Полоса оц.4*40 ст.3сп ГОСТ 103-76,,,4.0,40.0,
Круг 20 ГОСТ 2590-2006 Ст3 ГОСТ 380-2005 ,20.0,,,,
Уголок 80х80х6 Ст3 ГОСТ 8510-86,,80.0,80.0,6.0,
Полоса 4х40 Ст3 ГОСТ 535-2005,,,4.0,40.0,
Труба 219х3.5 ГОСТ 10704-91 Ст3пс2,219.0,,,3.5,
Труба 32х3 ГОСТ 8734-78 Ст20 ГОСТ 8733-87,32.0,,,3.0,
Труба 325х8 ГОСТ 10704-91 Ст20 ГОСТ 10705-80,325.0,,,8.0,
"Труба стальная электросварная Д325х6,0 ГОСТ 10704-91",325.0,,,6.0,
Труба 426х9 ГОСТ 10704-91 Ст20,426.0,,,9.0,
Труба 108х5 ГОСТ 10704-91 Ст20 ГОСТ 10705-80,108.0,,,5.0,
Труба 114х5 Ст20 ГОСТ 10705-80,114.0,,,5.0,
"Труба оцинкованная 50x3,5 ГОСТ 3262-75",50.0,,,3.5,
"Труба ДУ 80х4,0 оцинкованная ГОСТ 3262-75",80.0,,,4.0,
Лист 4х1500х6000,,6000.0,1500.0,4.0,
Швеллер 3х50х50 ГОСТ 8278-83 С235,,,,,
Уголок 30х30х3 ГОСТ 8509-93 Ст3пс,,30.0,30.0,3.0,
Полоса 4х45 ГОСТ 103-2006 С245,,,4.0,45.0,
Полоса 40х5ММ.,,,40.0,5.0,
Полоса 2х80 ГОСТ 103-76 С245,,,2.0,80.0,
Уголок горячекатаный 63х63х4 ГОСТ 8509-93 Ст3сп ОСТ 535-2005,,63.0,63.0,4.0,
Лист 0.8 08пс2 ГОСТ 14918-2020,,2.0,8.0,0.8,
Арматура 20 А240 ГОСТ 34028-2016,20.0,,,,
Арматура 20 А500С ГОСТ 34028-2016,20.0,,,,
Труба стальная электросварная 108х5 ГОСТ 10704-91,108.0,,,5.0,
Труба 159х5 ГОСТ 10704,159.0,,,5.0,
"Труба 89х5,0мм ГОСТ10704-91",89.0,,,5.0,
Труба 32х4 ГОСТ 8734-78 Ст20 ГОСТ 8733-87,32.0,,,4.0,
Труба электросварная 273х7 ГОСТ 10704-91,273.0,,,7.0,
"Труба электросварная (WLDD) DN5"" (127х4) ASME B36.10 ASTM A5",127.0,,,4.0,
"Труба сварная (WLDD) 3""х4 ASME B36.10 ASTM A53 Gr.B",3.0,,,4.0,
"Труба сварная (WLDD) 5""х4 ASME B36.10 ASTM A53 Gr.B",5.0,,,4.0,
"Труба электросварная (SAWL) 5""х4 ASME B36.10M ASTM A53 Gr.B",5.0,,,4.0,
Труба 51х3 ГОСТ 10704-91 Ст20,51.0,,,3.0,
Лист стальной размер 6000х1500х6,,6.0,1500.0,6000.0,
Труба  57х3  Гост 10705-80 ,57.0,,,3.0,
Круг 42 ГОСТ 2590-2006 40Х,42.0,,,,
Круг 6 ГОСТ 2590-2006 12Х18Н10Т,6.0,,,,
Лист 5х1500х6000 ГОСТ 19903-74 Ст3пс5/сп5,,6000.0,1500.0,5.0,
Швеллер 16 ст3 спГОСТ8240--97,,,,,
Лист 20х1500х6000 Ст3сп5,,6000.0,1500.0,20.0,
Круг 12 ГОСТ 2590-2006 40Х ГОСТ 4543-2016,12.0,,,,
Лист 22 Ст3сп5 ГОСТ 14637-89,,5.0,3.0,22.0,
Лист 16 Ст3сп5 ГОСТ 14637-89,,5.0,3.0,16.0,
Круг 24 ГОСТ 2590-88 40Х,24.0,,,,
Лист 25х1500х6000 ГОСТ 19903-2015 09Г2С-12 ГОСТ 5520-2017,,6000.0,1500.0,25.0,
Лист 50х1500х6000 ГОСТ 19903-2015 09Г2С-12 ГОСТ 5520-2017,,6000.0,1500.0,50.0,
Уголок 50х6 С245 ГОСТ 8509-93,,50.0,6.0,245.0,
Швеллер 100х50х5ММ ГОСТ 8278-83 С245,,,,,
Труба 60х4 Ст20 ГОСТ 10705-91,60.0,,,4.0,
Швеллер 30У ст.245 ГОСТ 8240-97,,,,,
Полоса оц.4*25 ст.3сп ГОСТ 103-76,,,4.0,25.0,
Лист 70х1500х6000 ГОСТ 19903-2015 09Г2С,,6000.0,1500.0,70.0,
Лист Б-ПН-О 65 ГОСТ 19903-2015 09Г2С-12 ГОСТ 5520-2017,,2015.0,19903.0,65.0,
Лист 105х1500х6000 ГОСТ 19903-2015 09Г2С ГОСТ 5520-2017,,6000.0,1500.0,105.0,
Круг В1 16 ГОСТ 2590-2009 Ст20-2ГП ГОСТ 1050-2013,1.0,,,,
Труба 45х3.5 ГОСТ 8732-78 Ст20,45.0,,,3.5,
Труба 108х6 ГОСТ 8734-75 В20 ГОСТ 8733-74,108.0,,,6.0,
Труба 60.3х3.5 Ст20 ГОСТ 3262-75,60.3,,,3.5,
Труба 42.3х3.2 Ст20 ГОСТ 3262-75,42.3,,,3.2,
Труба 630х10 ГОСТ 10704-91 В10,630.0,,,10.0,
Труба 273х10 ГОСТ 10704-91 В10,273.0,,,10.0,
Труба 21.6х2.8 Ст20 ГОСТ 3262-75,21.6,,,2.8,
Труба 26.5х2.8 Ст20 ГОСТ 3262-75,26.5,,,2.8,
Труба 33.5х3.2 Ст20 ГОСТ 3262-75,33.5,,,3.2,
"Труба бесшовная (SMLS) 2""x2.77 ASME B36.10M GB/T 14976 AISI 304",2.0,,,2.77,
Труба 325х5 Гост 10704-91/10705-80,325.0,,,5.0,
Лист Б-ПН-О 12х1500х6000 ГОСТ 19903-2015 09Г2С,,6000.0,1500.0,12.0,
Лист Б-ПН-О 22х1500х6000 ГОСТ 19903-2015 09Г2С-12 ГОСТ 5520-2017,,6000.0,1500.0,22.0,
Лист 60х1500х600012Х18Н10Т,,600012.0,1500.0,60.0,
Лист 5х1500х6000 15Х25Т-2Мб,,6000.0,1500.0,5.0,
Уголок 90х7 3ПС ГОСТ 8509 93,,90.0,7.0,3.0,
Уголок 35х4 ГОСТ 8509-93 Ст3,,35.0,4.0,8509.0,
Арматура 25 А500 ГОСТ 34028-2016,25.0,,,,
Лист ОЦ Б-ПН-ОН 0.35 ГОСТ 19904-90 Ст5пс ГОСТ 14918-80,,90.0,19904.0,0.35,
Труба 159х4.5 ГОСТ 10704-91 В20 ГОСТ 10705-80,159.0,,,4.5,
Труба 133х4 ГОСТ 10704-91 В20 ГОСТ 10705-80,133.0,,,4.0,
Труба 76х3.5 ГОСТ 10704-91 В20 ГОСТ 10705-80,76.0,,,3.5,
Труба 25х2.5 ГОСТ 10704-91 В20 ГОСТ 10705-80,25.0,,,2.5,
Труба 22х2 ГОСТ 10704-91 В20 ГОСТ 10705-80,22.0,,,2.0,
Полоса 4х40 ГОСТ 103-2006 Ст3сп ГОСТ 535-2005,,,4.0,40.0,
Лист 4х1500х6000 12Х18Н10Т,,6000.0,1500.0,4.0,
Лист 2х1000х2000 12Х18Н10Т ГОСТ 5582-75,,2000.0,1000.0,2.0,
Труба 50х5 12Х18Н10Т ГОСТ 9941-81,50.0,,,5.0,
Труба стальная водогазопроводная d32 ГОСТ 3262-75,32.0,,,3262.0,
"Труба стальная оцинкованная д.65х4,0 мм-7800 ГОСТ 3262-75",65.0,,,4.0,
"Труба оцинТруба стальная водогазопроводная 25х3,2 ГОСТ 3262-75",25.0,,,3.2,
"Труба 377x7 ст.20 ГОСТ 10704-91/10705-80 в Зх слойном покрытии весьма усиленного типа на основе экструдированного полиэтилена конструкция №1 3,0 мм ГО",377.0,,,7.0,
"Труба стальная водогазопроводная, обыкновенная Ø15х2,8 мм ГОСТ 3262-75",15.0,,,2.8,
"Труба стальная водогазопроводная, обыкновенная Ø20х2,8 мм ГОСТ 3262-75",20.0,,,2.8,
"Труба ВГП 40х3,5",40.0,,,3.5,
"Труба ВГП 15*2,8 ГОСТ 3262-75",15.0,,,2.8,
Труба 57х3 ГОСТ 10704-91 ВСт3пс2,57.0,,,3.0,
Труба стальная водогазопроводная 50х4ММ ГОСТ 3262-75,50.0,,,4.0,
Швеллер стальной 10мм,,,,,
"Труба стальная прямоугольная, 50х40х4 мм ГОСТ 8645-68",50.0,,,40.0,
"Труба 20*2,8 ГОСТ3262-75",20.0,,,2.8,
Арматура А-3 10м (25Г2С) ГОСТ5781-82,3.0,,,,
Труба 32х4 Ст20 ГОСТ 10705-80,32.0,,,4.0,
КРУГ 14,14.0,,,,
Лист 40х1500х6000 ГОСТ 19903-74 С345,,6000.0,1500.0,40.0,
Уголок стальной  50х50х5.,,50.0,50.0,5.0,
Труба жесткая 25х1.2х3000 оцинкованная 6008-25L3,25.0,,,1.2,
Труба жесткая 32х1.2х3000 оцинкованная 6008-32L3,32.0,,,1.2,
Швеллер 12П ГОСТ 26020-83 С245,,,,,
Круг 17 ГОСТ 2590-2006 Ст45 ГОСТ 1050-88,17.0,,,,
"Труба ВГП Ду 25*3,2 ГОСТ 3262-75",25.0,,,3.2,
Лист 70х2000х6000 ГОСТ 19903-2015 09Г2С-12 ГОСТ 5520-2017,,6000.0,2000.0,70.0,
Лист 60х2000х6000 ГОСТ 19903-2015 09Г2С-12 ГОСТ 5520-2017,,6000.0,2000.0,60.0,
